id,track_name,artist,duration_ms,popularity,release_date,year
873,Look What You Made Me Do,Taylor Swift,211853,86,2017-11-10,2017
874,...Ready For It?,Taylor Swift,208186,85,2017-11-10,2017
875,Teenage Fever,Drake,219692,83,2017-03-18,2017
876,Evergreen,Richy Mitch & The Coal Miners,87000,84,2017-05-17,2017
877,The Way Life Goes (feat. Oh Wonder),"Lil Uzi Vert, Oh Wonder",221746,82,2017-08-25,2017
878,Broken Clocks,SZA,231253,81,2017-06-09,2017
879,XO Tour Llif3,Lil Uzi Vert,182706,83,2017-08-25,2017
880,Love Is Only a Feeling,Joey Bada$$,152041,81,2017-07-06,2017
881,Dandelions,Ruth B.,233720,90,2017-05-05,2017
882,Hurricane,Luke Combs,222533,80,2017-06-02,2017
883,Location,Playboi Carti,168783,81,2017-04-14,2017
884,Drowning (feat. Kodak Black),"A Boogie Wit da Hoodie, Kodak Black",209269,79,2017-09-29,2017
885,Fuck Love,"XXXTENTACION, Trippie Redd",146520,83,2017-08-25,2017
886,Broken Halos,Chris Stapleton,180906,79,2017-05-05,2017
887,Sunsetz,Cigarettes After Sex,214680,79,2017-06-09,2017
888,Jocelyn Flores,XXXTENTACION,119133,84,2017-08-25,2017
889,For the Last Time,$uicideboy$,156081,78,2017-09-05,2017
890,I Did Something Bad,Taylor Swift,238253,82,2017-11-10,2017
891,Crew (feat. Brent Faiyaz & Shy Glizzy),"GoldLink, Brent Faiyaz, Shy Glizzy",176702,79,2017-03-24,2017
892,Believer,Imagine Dragons,204346,90,2017-06-23,2017
893,K.,Cigarettes After Sex,319560,79,2017-06-09,2017
894,Magnolia,Playboi Carti,181812,82,2017-04-14,2017
895,Thunder,Imagine Dragons,187146,88,2017-06-23,2017
896,Everybody Dies In Their Nightmares,XXXTENTACION,95466,84,2017-08-25,2017
897,Language,"Paperboy Fabe, Brent Faiyaz",150360,80,2017-05-12,2017
898,DNA.,Kendrick Lamar,185946,81,2017-04-14,2017
899,Nose On The Grindstone (OurVinyl Sessions),"Tyler Childers, OurVinyl",204000,77,2017-05-30,2017
900,Young Dumb & Broke,Khalid,202546,82,2017-04-27,2017
901,Whiskey Glasses,Morgan Wallen,234346,84,2018-04-27,2018
902,Chasin' You,Morgan Wallen,205453,83,2018-04-27,2018
903,Beautiful Crazy,Luke Combs,193200,83,2018-06-01,2018
904,Drip Too Hard (Lil Baby & Gunna),"Lil Baby, Gunna",145542,85,2018-10-05,2018
905,ball w/o you,21 Savage,195046,83,2018-12-21,2018
906,All Girls Are The Same,Juice WRLD,165819,86,2018-12-10,2018
907,Yes Indeed,"Lil Baby, Drake",142273,83,2018-05-18,2018
908,Pure Cocaine,Lil Baby,154023,83,2018-11-30,2018
909,She Got the Best of Me,Luke Combs,183160,82,2018-06-01,2018
910,Blue Hair,TV Girl,217000,85,2018-05-08,2018
911,lovely (with Khalid),"Billie Eilish, Khalid",200185,90,2018-04-19,2018
912,a lot,21 Savage,288624,83,2018-12-21,2018
913,Lucid Dreams,Juice WRLD,239835,85,2018-12-10,2018
914,All The Stars (with SZA),"Kendrick Lamar, SZA",232186,85,2018-02-09,2018
915,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",158040,88,2018-12-14,2018
916,Shake the Frost (Live),Tyler Childers,175120,79,2018-06-29,2018
917,Show Me How,Men I Trust,215110,83,2018-02-28,2018
918,Violent Crimes,Kanye West,215320,83,2018-06-01,2018
919,God's Plan,Drake,198973,87,2018-06-29,2018
920,we fell in love in october,girl in red,184153,86,2018-11-21,2018
921,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","Kali Uchis, Tyler, The Creator, Bootsy Collins",207454,83,2018-04-06,2018
922,Nice For What,Drake,210746,82,2018-06-29,2018
923,SICKO MODE,Travis Scott,312820,86,2018-08-03,2018
924,SLOW DANCING IN THE DARK,Joji,209273,84,2018-10-26,2018
925,You Get Me So High,The Neighbourhood,153000,84,2018-11-02,2018
926,Telephones,Vacations,212432,82,2018-01-01,2018
927,rockstar (feat. 21 Savage),"Post Malone, 21 Savage",218146,86,2018-04-27,2018
928,The Way I Talk,Morgan Wallen,208280,78,2018-04-27,2018
929,Space Cadet (feat. Gunna),"Metro Boomin, Gunna",203266,83,2018-11-06,2018
930,Trust,Brent Faiyaz,158420,81,2018-10-19,2018
931,Going Bad (feat. Drake),"Meek Mill, Drake",180522,81,2018-11-30,2018
932,Call Out My Name,The Weeknd,228373,88,2018-03-30,2018
933,Lean Wit Me,Juice WRLD,175755,80,2018-12-10,2018
934,Softcore,The Neighbourhood,206280,86,2018-11-02,2018
935,Washing Machine Heart,Mitski,128198,84,2018-08-17,2018
936,Babydoll,Dominic Fike,97960,82,2018-10-16,2018
937,I Was Never There,"The Weeknd, Gesaffelstein",241066,88,2018-03-30,2018
938,Murder on My Mind,YNW Melly,268434,83,2018-08-03,2018
939,Hex,80purppp,122221,82,2018-03-12,2018
940,Hope,XXXTENTACION,110886,85,2018-03-16,2018
941,10 Freaky Girls (with 21 Savage),"Metro Boomin, 21 Savage",208293,80,2018-11-06,2018
942,It's Called: Freefall,Rainbow Kitten Surprise,152293,81,2018-04-06,2018
943,Moonlight,XXXTENTACION,135090,84,2018-03-16,2018
944,Small Worlds,Mac Miller,271733,80,2018-08-03,2018
945,Self Care,Mac Miller,345133,80,2018-08-03,2018
946,Better Now,Post Malone,231266,83,2018-04-27,2018
947,SAD!,XXXTENTACION,166605,83,2018-03-16,2018
948,Shoota (feat. Lil Uzi Vert),"Playboi Carti, Lil Uzi Vert",153800,79,2018-05-11,2018
949,Mo Bamba,Sheck Wes,183906,80,2018-10-05,2018
950,Silver Lining,Mt. Joy,198600,77,2018-03-02,2018
951,Cruel Summer,Taylor Swift,178426,99,2019-08-23,2019
952,Heading South,Zach Bryan,171692,86,2019-09-30,2019
953,Lover,Taylor Swift,221306,91,2019-08-23,2019
954,All Your'n,Tyler Childers,218280,82,2019-08-02,2019
955,Circles,Post Malone,215280,89,2019-09-06,2019
956,Heart To Heart,Mac DeMarco,211140,86,2019-05-10,2019
957,MIDDLE CHILD,J. Cole,213593,84,2019-01-23,2019
958,ORANGE SODA,Baby Keem,129882,83,2019-07-19,2019
959,HONEST,Baby Keem,172672,83,2019-07-19,2019
960,rises the moon,Liana Flores,161929,85,2019-04-10,2019
961,The Man,Taylor Swift,190360,86,2019-08-23,2019
962,Paper Rings,Taylor Swift,222400,87,2019-08-23,2019
963,Jealous,Eyedress,122338,85,2019-12-06,2019
964,Beer Never Broke My Heart,Luke Combs,186733,81,2019-11-08,2019
965,ARE WE STILL FRIENDS?,"Tyler, The Creator",265480,82,2019-05-17,2019
966,All Of The Girls You Loved Before,Taylor Swift,221407,87,2019-08-23,2019
967,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",157560,86,2019-09-06,2019
968,Someone You Loved,Lewis Capaldi,182160,90,2019-05-17,2019
969,What You Heard,Sonder,238242,80,2019-02-22,2019
970,Watermelon Sugar,Harry Styles,174000,89,2019-12-13,2019
971,Let Go,Aaron May,176531,81,2019-02-28,2019
972,YKWIM?,Yot Club,212750,83,2019-05-31,2019
973,EARFQUAKE,"Tyler, The Creator",190066,82,2019-05-17,2019
974,Miss Americana & The Heartbreak Prince,Taylor Swift,234146,84,2019-08-23,2019
975,Wow.,Post Malone,149546,84,2019-09-06,2019
976,NEW MAGIC WAND,"Tyler, The Creator",195320,82,2019-05-17,2019
977,The Grinch,Trippie Redd,91288,80,2019-11-22,2019
978,One Man Band,Old Dominion,186240,78,2019-10-25,2019
979,Under The Influence,Chris Brown,184613,89,2019-10-04,2019
980,Cry,Cigarettes After Sex,256800,79,2019-10-25,2019
981,Hell N Back,Bakar,213573,82,2019-08-15,2019
982,Kingston,Faye Webster,202653,79,2019-05-24,2019
983,You Need To Calm Down,Taylor Swift,171360,84,2019-08-23,2019
984,Mrs Magic,Strawberry Guy,208500,81,2019-07-24,2019
985,Cinnamon Girl,Lana Del Rey,300683,85,2019-08-30,2019
986,Condemned,Zach Bryan,174673,77,2019-08-24,2019
987,Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",180434,81,2019-06-28,2019
988,LA CANCIÓN,"J Balvin, Bad Bunny",242573,86,2019-06-28,2019
989,Adore You,Harry Styles,207133,86,2019-12-13,2019
990,Let Me Know (I Wonder Why Freestyle),Juice WRLD,215380,80,2019-12-07,2019
991,Robbery,Juice WRLD,240050,81,2019-03-08,2019
992,Trust Issues,Drake,281518,81,2019-08-02,2019
993,when the party's over,Billie Eilish,196077,85,2019-03-29,2019
994,The Archer,Taylor Swift,211240,82,2019-08-23,2019
995,The Box,Roddy Ricch,196652,83,2019-12-06,2019
996,"Crazy Story, Pt. 3",King Von,191399,78,2019-09-20,2019
997,Ransom,Lil Tecca,131240,82,2019-08-30,2019
998,Those Eyes,New West,220750,89,2019-05-10,2019
999,everything i wanted,Billie Eilish,245425,86,2019-11-13,2019
1000,Streets,Doja Cat,226986,84,2019-11-07,2019
1001,august,Taylor Swift,261922,93,2020-07-24,2020
1002,Shut up My Moms Calling,Hotel Ugly,164571,89,2020-02-10,2020
1003,Clouded,Brent Faiyaz,110128,85,2020-02-07,2020
1004,cardigan,Taylor Swift,239560,91,2020-07-24,2020
1005,Glock In My Lap,"21 Savage, Metro Boomin",193591,87,2020-10-02,2020
1006,Clean Baby Sleep White Noise (Loopable),"Dream Supplier, Baby Sleeps, Granular Noise",142222,87,2020-04-29,2020
1007,Heat Waves,Glass Animals,238805,91,2020-08-07,2020
1008,Infrunami,Steve Lacy,178328,86,2020-12-04,2020
1009,You Should Probably Leave,Chris Stapleton,213493,83,2020-11-13,2020
1010,Revival,Zach Bryan,221250,82,2020-05-08,2020
1011,Runnin,"21 Savage, Metro Boomin",195906,84,2020-10-02,2020
1012,Heartless (feat. Morgan Wallen),"Diplo, Morgan Wallen",169226,81,2020-05-29,2020
1013,Blinding Lights,The Weeknd,200040,91,2020-03-20,2020
1014,Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",190331,83,2020-10-02,2020
1015,Sky,Playboi Carti,193234,85,2020-12-25,2020
1016,Martin & Gina,Polo G,132832,83,2020-05-15,2020
1017,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,168489,82,2020-02-14,2020
1018,BEST INTEREST,"Tyler, The Creator",127921,82,2020-01-25,2020
1019,telepatía,Kali Uchis,160191,85,2020-12-04,2020
1020,Took Her To The O,King Von,196179,81,2020-03-06,2020
1021,Low Down,Lil Baby,144651,80,2020-05-01,2020
1022,Been Away,Brent Faiyaz,223629,81,2020-02-07,2020
1023,Borderline,Tame Impala,237800,84,2020-02-14,2020
1024,Forever After All,Luke Combs,232533,80,2020-10-23,2020
1025,Heather,Conan Gray,198040,87,2020-03-20,2020
1026,Secrets,A Boogie Wit da Hoodie,133331,80,2020-06-19,2020
1027,Save Your Tears,The Weeknd,215626,89,2020-03-20,2020
1028,Starting Over,Chris Stapleton,240413,78,2020-11-13,2020
1029,Yale,Ken Carson,106536,80,2020-08-14,2020
1030,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",210800,84,2020-01-17,2020
1031,Heartless,The Weeknd,198266,85,2020-03-20,2020
1032,Chicago Freestyle (feat. Giveon),"Drake, Giveon",220487,82,2020-05-01,2020
1033,Romantic Lover,Eyedress,86739,82,2020-08-07,2020
1034,Angels Like You,Miley Cyrus,196453,91,2020-11-27,2020
1035,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",203064,86,2020-03-27,2020
1036,exile (feat. Bon Iver),"Taylor Swift, Bon Iver",285634,83,2020-07-24,2020
1037,champagne problems,Taylor Swift,244000,82,2020-12-11,2020
1038,the 1,Taylor Swift,210251,81,2020-07-24,2020
1039,Pain 1993 (with Playboi Carti),"Drake, Playboi Carti",149077,80,2020-05-01,2020
1040,Good Days,SZA,279204,81,2020-12-25,2020
1041,July,Noah Cyrus,156106,82,2020-05-15,2020
1042,Go Stupid,"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",165726,79,2020-05-15,2020
1043,Crazy Train,Ozzy Osbourne,293183,80,2020-09-18,2020
1044,Jugaste y Sufrí,"Eslabon Armado, DannyLux",275194,80,2020-12-18,2020
1045,Wishing Well,Juice WRLD,194621,79,2020-07-10,2020
1046,What You Know Bout Love,Pop Smoke,160000,82,2020-07-03,2020
1047,Laugh Now Cry Later (feat. Lil Durk),"Drake, Lil Durk",261492,80,2020-08-14,2020
1048,my tears ricochet,Taylor Swift,255893,81,2020-07-24,2020
1049,Rehab (Winter In Paris),Brent Faiyaz,180303,77,2020-02-07,2020
1050,One Of Them Girls,Lee Brice,188893,77,2020-11-20,2020
1051,Wasted On You,Morgan Wallen,178520,86,2021-01-08,2021
1052,The Color Violet,Tory Lanez,226466,89,2021-12-10,2021
1053,Por las Noches,Peso Pluma,239845,87,2021-06-11,2021
1054,Buy Dirt,"Jordan Davis, Luke Bryan",167480,83,2021-05-21,2021
1055,Fair Trade (with Travis Scott),"Drake, Travis Scott",291175,86,2021-09-03,2021
1056,Knife Talk (with 21 Savage ft. Project Pat),"Drake, 21 Savage, Project Pat",242965,83,2021-09-03,2021
1057,family ties (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",252262,83,2021-09-10,2021
1058,More Than My Hometown,Morgan Wallen,216573,81,2021-01-08,2021
1059,deja vu,Olivia Rodrigo,215506,88,2021-05-21,2021
1060,Son Of A Sinner,Jelly Roll,232093,80,2021-09-17,2021
1061,raining for hours,ame,131500,85,2021-08-13,2021
1062,Wants and Needs (feat. Lil Baby),"Drake, Lil Baby",192956,83,2021-03-05,2021
1063,7 Summers,Morgan Wallen,210506,80,2021-01-08,2021
1064,good 4 u,Olivia Rodrigo,178146,87,2021-05-21,2021
1065,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,613026,86,2021-11-12,2021
1066,Wildest Dreams (Taylor's Version),Taylor Swift,220433,86,2021-09-17,2021
1067,traitor,Olivia Rodrigo,229226,88,2021-05-21,2021
1068,Pain,PinkPantheress,98544,83,2021-10-15,2021
1069,Freaks,Surf Curse,147062,86,2021-05-15,2021
1070,Cover Me Up,Morgan Wallen,293706,79,2021-01-08,2021
1071,Sand In My Boots,Morgan Wallen,202133,79,2021-01-08,2021
1072,drivers license,Olivia Rodrigo,242013,88,2021-05-21,2021
1073,2055,Sleepy Hallow,123986,82,2021-06-02,2021
1074,Happier Than Ever,Billie Eilish,298899,87,2021-07-30,2021
1075,favorite crime,Olivia Rodrigo,152666,86,2021-05-21,2021
1076,RAPSTAR,Polo G,165925,81,2021-06-11,2021
1077,Shivers,Ed Sheeran,207853,87,2021-10-29,2021
1078,m y . l i f e (with 21 Savage & Morray),"J. Cole, 21 Savage, Morray",218801,80,2021-05-14,2021
1079,You Belong With Me (Taylor’s Version),Taylor Swift,231124,86,2021-04-09,2021
1080,Love Story (Taylor’s Version),Taylor Swift,235766,85,2021-02-12,2021
1081,"jealousy, jealousy",Olivia Rodrigo,173160,84,2021-05-21,2021
1082,16,Baby Keem,156040,80,2021-09-10,2021
1083,Woman,Doja Cat,172626,87,2021-06-25,2021
1084,Ghost,Justin Bieber,153190,87,2021-03-19,2021
1085,Notion,The Rare Occasions,195120,83,2021-12-02,2021
1086,right where you left me - bonus track,Taylor Swift,245026,81,2021-01-07,2021
1087,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"DJ Khaled, Lil Baby, Lil Durk",236524,78,2021-04-30,2021
1088,brutal,Olivia Rodrigo,143746,82,2021-05-21,2021
1089,This Bar,Morgan Wallen,185280,76,2021-01-08,2021
1090,'Til You Can't,Cody Johnson,224213,77,2021-10-08,2021
1091,happier,Olivia Rodrigo,175933,87,2021-05-21,2021
1092,METAMORPHOSIS,INTERWORLD,142839,88,2021-11-25,2021
1093,Let You Break My Heart Again,"Laufey, Philharmonia Orchestra",269066,81,2021-08-13,2021
1094,Fearless (Taylor’s Version),Taylor Swift,241591,85,2021-04-09,2021
1095,23,Chayce Beckham,228144,78,2021-05-14,2021
1096,Kiss Me More (feat. SZA),"Doja Cat, SZA",208666,83,2021-06-25,2021
1097,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",154983,84,2021-05-21,2021
1098,Tell Em,"Cochise, $NOT",180379,80,2021-05-28,2021
1099,The Way I Loved You (Taylor’s Version),Taylor Swift,243136,84,2021-04-09,2021
1100,Monëy so big,Yeat,160052,80,2021-09-10,2021
1101,Something in the Orange,Zach Bryan,228013,90,2022-04-22,2022
1102,Snooze,SZA,201800,91,2022-12-09,2022
1103,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",218364,89,2022-06-17,2022
1104,Kill Bill,SZA,153946,92,2022-12-08,2022
1105,Anti-Hero,Taylor Swift,200690,93,2022-10-21,2022
1106,Sun to Me,Zach Bryan,163031,84,2022-05-20,2022
1107,Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",221520,93,2022-12-02,2022
1108,Romantic Homicide,d4vd,132630,90,2022-07-20,2022
1109,Rich Flex,"Drake, 21 Savage",239359,88,2022-11-04,2022
1110,Karma,Taylor Swift,204852,90,2022-10-21,2022
1111,Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",182666,87,2022-12-02,2022
1112,Oklahoma Smokeshow,Zach Bryan,211739,83,2022-07-15,2022
1113,Nonsense,Sabrina Carpenter,163648,90,2022-07-15,2022
1114,Trance (with Travis Scott & Young Thug),"Metro Boomin, Travis Scott, Young Thug",194786,89,2022-12-02,2022
1115,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",189893,86,2022-04-29,2022
1116,I Ain't Worried,OneRepublic,148485,92,2022-05-13,2022
1117,"Burn, Burn, Burn",Zach Bryan,268856,82,2022-09-08,2022
1118,Calm Down (with Selena Gomez),"Rema, Selena Gomez",239317,91,2022-08-25,2022
1119,Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",199920,89,2022-12-02,2022
1120,Spin Bout U,"Drake, 21 Savage",214588,84,2022-11-04,2022
1121,As It Was,Harry Styles,167303,92,2022-05-20,2022
1122,Me Porto Bonito,"Bad Bunny, Chencho Corleone",178567,90,2022-05-06,2022
1123,Stick Season,Noah Kahan,182346,82,2022-10-14,2022
1124,The Kind of Love We Make,Luke Combs,224426,83,2022-06-24,2022
1125,Low,SZA,181080,84,2022-12-09,2022
1126,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",192840,87,2022-06-03,2022
1127,Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",176440,91,2022-04-22,2022
1128,Tití Me Preguntó,Bad Bunny,243716,88,2022-05-06,2022
1129,Kill Bill,SZA,153946,87,2022-12-09,2022
1130,ALL MINE,Brent Faiyaz,216062,82,2022-07-08,2022
1131,PUFFIN ON ZOOTIEZ,Future,172933,82,2022-04-29,2022
1132,I'm Good (Blue),"David Guetta, Bebe Rexha",175238,92,2022-08-26,2022
1133,ceilings,Lizzy McAlpine,182887,86,2022-04-08,2022
1134,Que Vuelvas,"Carin Leon, Grupo Frontera",169418,89,2022-12-09,2022
1135,Lavender Haze,Taylor Swift,202395,86,2022-10-21,2022
1136,Out thë way,Yeat,150241,83,2022-09-09,2022
1137,Just Wanna Rock,Lil Uzi Vert,123890,84,2022-10-17,2022
1138,Igualito a Mi Apá,"Fuerza Regida, Peso Pluma",166821,85,2022-12-30,2022
1139,golden hour,JVKE,209259,86,2022-09-23,2022
1140,Bad Habit,Steve Lacy,232066,84,2022-07-15,2022
1141,She Had Me At Heads Carolina,Cole Swindell,206106,80,2022-04-08,2022
1142,P power (feat. Drake),"Gunna, Drake",193346,82,2022-01-13,2022
1143,nuts,"Lil Peep, rainy bear",85360,83,2022-12-02,2022
1144,Late Night Talking,Harry Styles,177954,87,2022-05-20,2022
1145,CUFF IT,Beyoncé,225388,87,2022-07-29,2022
1146,snowfall,"Øneheart, reidenshi",124065,87,2022-01-14,2022
1147,TV,Billie Eilish,281380,87,2022-07-21,2022
1148,JACKIE BROWN,Brent Faiyaz,169013,83,2022-07-08,2022
1149,SPIT IN MY FACE!,ThxSoMch,147874,86,2022-12-20,2022
